ensembl_gene_id;external_gene_name;chromosome_name;start_position;end_position;strand
ENSMUSG00000100394;Gm28791;1;152754271;152756049;-1
ENSMUSG00000100396;Gm29367;4;141603018;141604344;1
ENSMUSG00000100402;Gm28505;17;11301137;11308355;-1
ENSMUSG00000100417;Gm28578;19;45288894;45326874;-1
ENSMUSG00000100426;Gm4208;1;62860514;62871529;-1
ENSMUSG00000100444;C530043A13Rik;1;73561254;73568949;-1
ENSMUSG00000100455;Gm29170;1;143653380;143657045;1
ENSMUSG00000100457;D830032E09Rik;1;107844989;107956067;1
ENSMUSG00000100459;Gm5833;1;138567833;138609815;-1
ENSMUSG00000100483;Gm28237;1;25002290;25004239;-1
ENSMUSG00000100486;Gm4131;14;62700863;62804370;-1
ENSMUSG00000100510;Hand2os1;8;57734152;57777268;-1
ENSMUSG00000100534;Gm816;1;76867109;77004429;-1
ENSMUSG00000100550;2310039L15Rik;10;95172138;95202064;1
ENSMUSG00000100572;2410021H03Rik;17;69582357;69584203;-1
ENSMUSG00000100580;4933436I20Rik;1;83637271;83889365;-1
ENSMUSG00000100583;Gm29443;7;16347749;16366568;1
ENSMUSG00000100593;1700119H24Rik;16;34756224;34759699;-1
ENSMUSG00000100594;2810414N06Rik;1;151624700;151630769;-1
ENSMUSG00000100595;Gm19087;1;150983666;150984611;1
ENSMUSG00000100596;Gm29502;13;100983941;101114423;1
ENSMUSG00000100599;1700120C14Rik;15;99147392;99159925;1
ENSMUSG00000100600;A230077H06Rik;7;40467900;40550361;-1
ENSMUSG00000100620;Gm28277;1;135337360;135341924;-1
ENSMUSG00000100622;Gm20379;13;92442488;92443691;1
ENSMUSG00000100627;A830008E24Rik;1;153913343;153993697;-1
ENSMUSG00000100629;Gm28192;11;120854670;120855590;1
ENSMUSG00000100635;Gm29157;1;43782075;43782686;1
ENSMUSG00000100642;Gm28230;2;74557072;74578262;1
ENSMUSG00000100658;F730311O21Rik;1;132269761;132277364;1
ENSMUSG00000100671;Gm28322;1;50943603;50945077;1
ENSMUSG00000100672;Gm28404;1;105491851;105492303;-1
ENSMUSG00000100679;Gm28778;1;53336270;53357194;1
ENSMUSG00000100691;2010320M18Rik;8;71229459;71230467;1
ENSMUSG00000100701;Gm19587;1;43927211;43927755;1
ENSMUSG00000100706;Gm19744;8;49296700;49322936;1
ENSMUSG00000100707;Gm28523;6;141192646;141195735;-1
ENSMUSG00000100717;1700120G07Rik;7;134793493;134797731;-1
ENSMUSG00000100733;4932411K12Rik;13;101390802;101600668;1
ENSMUSG00000100750;Gm29084;1;62573650;62575101;-1
ENSMUSG00000100755;Rps23-ps1;3;37768889;37769313;1
ENSMUSG00000100759;1700029B22Rik;7;130748168;130752309;1
ENSMUSG00000100768;Gm29055;1;86702541;86704250;1
ENSMUSG00000100769;Gm28893;1;44431969;44433607;1
ENSMUSG00000100770;Gm28466;1;118406334;118407321;-1
ENSMUSG00000100775;Gm29107;1;23332810;23333156;1
ENSMUSG00000100776;Gm18254;7;35141991;35144662;-1
ENSMUSG00000100779;Gm29292;11;116420041;116423903;-1
ENSMUSG00000100782;Gm28231;9;88141948;88145088;1
ENSMUSG00000100786;Gm28940;1;82370214;82380467;-1
ENSMUSG00000100801;Gm15459;5;5831615;5833555;-1
ENSMUSG00000100807;Gm29521;9;101647568;101739688;-1
ENSMUSG00000100813;Gm28874;4;131993019;131996152;1
ENSMUSG00000100815;Gm29112;1;69634195;69637681;-1
ENSMUSG00000100826;Snhg14;7;58957672;59625507;-1
ENSMUSG00000100830;Gm28441;1;133762927;133766110;1
ENSMUSG00000100832;Gm29260;1;41820968;41978720;1
ENSMUSG00000100833;Gm28988;13;106988408;106990354;1
ENSMUSG00000100837;1700063D05Rik;9;41103742;41129286;1
ENSMUSG00000100843;Gm8307;1;45807497;45808646;1
ENSMUSG00000100862;Gm10925;1;24653055;24653732;-1
ENSMUSG00000100876;2810454H06Rik;6;134874924;134878071;1
ENSMUSG00000100891;2810049E08Rik;13;84039327;84076829;1
ENSMUSG00000100901;Gm18829;1;59989562;59991623;-1
ENSMUSG00000100910;Gm29128;1;31175107;31189186;1
ENSMUSG00000100931;Gm28085;9;95909154;95922726;-1
ENSMUSG00000100954;Gm10138;1;151215355;151220982;-1
ENSMUSG00000100967;Gm29666;15;84794639;84804239;-1
ENSMUSG00000100969;1700030N03Rik;19;3103071;3247732;-1
ENSMUSG00000100975;Gm28875;12;104891760;104892948;-1
ENSMUSG00000100980;Gm29100;1;91726250;91730659;-1
ENSMUSG00000100981;Gm29072;1;151384975;151385843;1
ENSMUSG00000100985;Gm10640;7;30855093;30870066;1
ENSMUSG00000101009;1700108F19Rik;14;76910403;76924609;1
ENSMUSG00000101011;Gm29398;1;149289002;149325699;-1
ENSMUSG00000101013;A630072M18Rik;5;21155987;21161396;1
ENSMUSG00000101037;Gm28424;9;95394204;95395522;1
ENSMUSG00000101061;Platr1;1;134363366;134367335;1
ENSMUSG00000101066;Gm8498;Y;2825380;2826353;1
ENSMUSG00000101087;Gm2707;7;47317843;47318556;-1
ENSMUSG00000101104;Gm29247;1;44130623;44149950;-1
ENSMUSG00000101106;Gm28819;Y;68997874;69008469;1
ENSMUSG00000101107;Gm28587;Y;869709;873309;-1
ENSMUSG00000101133;Gm29050;17;5439038;5469927;1
ENSMUSG00000101135;Gm17981;7;16248325;16249063;-1
ENSMUSG00000101141;Gm21139;Y;3349656;3350532;-1
ENSMUSG00000101156;Gm29114;1;69553091;69586866;1
ENSMUSG00000101162;Gm26728;6;125471387;125486098;1
ENSMUSG00000101166;Gm28496;7;43896150;43912144;1
ENSMUSG00000101168;Gm28892;1;134761880;134774153;1
ENSMUSG00000101174;Hoxd4;2;74542273;74559504;1
ENSMUSG00000101179;Gm29455;1;119256930;119313311;1
ENSMUSG00000101188;Eif4a-ps4;1;60743091;60744308;1
ENSMUSG00000101191;Gm28809;6;125458326;125461641;1
ENSMUSG00000101210;Gm28720;6;86471631;86474786;1
ENSMUSG00000101211;Gm28818;1;71933227;71956284;-1
ENSMUSG00000101214;Gm28403;1;105309985;105496864;-1
ENSMUSG00000101224;Gm28209;1;119830860;119834627;1
ENSMUSG00000101225;1700008J07Rik;7;127109610;127112041;-1
ENSMUSG00000101227;Gm29506;1;23087376;23274754;-1
ENSMUSG00000101234;1700007E05Rik;16;31195324;31197951;-1
ENSMUSG00000101249;Gm29216;1;24654787;24655278;-1
ENSMUSG00000101257;2310015K22Rik;1;80202761;80206509;1
ENSMUSG00000101287;Gm28166;9;100332375;100333965;1
ENSMUSG00000101308;Gm28989;13;106924578;106933304;1
ENSMUSG00000101309;Gm29397;9;92858279;92858611;1
ENSMUSG00000101316;Gm12663;11;16585109;16586066;-1
ENSMUSG00000101320;Gm28529;18;6490143;6496962;1
ENSMUSG00000101330;Gm10193;1;105692169;105692399;1
ENSMUSG00000101335;Gm28229;9;88323553;88325705;-1
ENSMUSG00000101337;Dnah7c;1;46464752;46846636;1
ENSMUSG00000101342;Gm28078;7;36819418;36828117;-1
ENSMUSG00000101344;Gm29183;1;73789480;73881076;-1
ENSMUSG00000101348;Gm7135;1;97274200;97500740;1
ENSMUSG00000101360;4933417O13Rik;7;142876510;142918362;-1
ENSMUSG00000101365;Gm19325;9;96929497;96949360;-1
ENSMUSG00000101389;Ms4a4a;19;11352887;11370154;1
ENSMUSG00000101436;Gm5157;7;20918242;20924348;-1
ENSMUSG00000101447;Gm28826;1;47192621;47228231;1
ENSMUSG00000101450;Gm28941;1;82717412;82718428;1
ENSMUSG00000101451;Gm29430;6;52160090;52166905;1
ENSMUSG00000101452;Gm28530;9;98183703;98184279;1
ENSMUSG00000101462;Gm3052;1;34454131;34457067;-1
ENSMUSG00000101493;2810405F17Rik;4;137114577;137115693;-1
ENSMUSG00000101514;Gm5524;1;27923127;27941477;1
ENSMUSG00000101517;4732465J04Rik;10;95581939;95633098;1
ENSMUSG00000101523;Csnk2a1-ps3;1;156351582;156354214;1
ENSMUSG00000101535;Gm29383;1;128056147;128056626;-1
ENSMUSG00000101540;Gm28465;13;6445752;6448776;1
ENSMUSG00000101555;Gm28731;9;69895682;69897250;-1
ENSMUSG00000101581;C430002N11Rik;9;96647615;96664530;1
ENSMUSG00000101585;1600010M07Rik;7;109597583;109750409;-1
ENSMUSG00000101586;Gm29017;1;59190206;59208479;1
ENSMUSG00000101587;Gm29036;5;45926209;45927085;-1
ENSMUSG00000101589;Rbm6-ps1;1;17467636;17470505;-1
ENSMUSG00000101599;Gm20342;1;63156277;63165996;1
ENSMUSG00000101608;Gm28652;9;91219654;91222931;1
ENSMUSG00000101609;Kcnq1ot1;7;142757195;142850286;-1
ENSMUSG00000101625;Gm29371;1;87007893;87024140;1
ENSMUSG00000101630;Gm29261;19;59247944;59249851;-1
ENSMUSG00000101662;Gm28499;1;89496487;89504324;1
ENSMUSG00000101667;Gm29289;Y;2932582;2939416;1
ENSMUSG00000101674;4930444A19Rik;1;54720888;54806683;1
ENSMUSG00000101678;Gm29609;5;31302083;31337255;-1
ENSMUSG00000101683;1700028D13Rik;5;112354629;112357870;1
ENSMUSG00000101693;Gm19461;1;133178136;133197546;-1
ENSMUSG00000101698;Gm29562;9;88709575;88710478;1
ENSMUSG00000101701;4930521E06Rik;1;44778836;44784109;-1
ENSMUSG00000101708;Gm28453;7;38078789;38142639;1
ENSMUSG00000101722;Gm29125;1;80360539;80363968;1
ENSMUSG00000101724;Gm29453;1;51886999;51888277;-1
ENSMUSG00000101731;3830432H09Rik;1;119457210;119463895;-1
ENSMUSG00000101751;Gm2427;1;85428811;85442325;1
ENSMUSG00000101755;Gm29507;7;113328891;113351403;1
ENSMUSG00000101764;4930556G22Rik;1;72022840;72077890;-1
ENSMUSG00000101768;Gm28694;1;156800330;156881604;-1
ENSMUSG00000101773;2210420H20Rik;18;82772630;82777166;-1
ENSMUSG00000101776;Gm28268;X;21617618;21627972;1
ENSMUSG00000101778;Gm29488;1;131334550;131336951;-1
ENSMUSG00000101792;Gm28447;10;61421172;61446853;-1
ENSMUSG00000101798;Gm28995;1;78409989;78410249;1
ENSMUSG00000101799;9330175M20Rik;1;51257545;51372938;-1
ENSMUSG00000101801;1700020G17Rik;10;110620446;110732411;-1
ENSMUSG00000101823;Gm29438;6;72081185;72083797;1
ENSMUSG00000101856;1700096K18Rik;5;25735011;25736464;1
ENSMUSG00000101872;Gm29237;11;30056394;30058120;1
ENSMUSG00000101878;Gm8203;6;116150698;116151084;1
ENSMUSG00000101892;9130401M01Rik;15;57885655;57897721;-1
ENSMUSG00000101895;Gm28981;1;64225150;64342202;-1
ENSMUSG00000101906;Mrgprc2-ps;7;47616427;47617942;-1
ENSMUSG00000101916;Gm18501;12;103607665;103608328;-1
ENSMUSG00000101939;Gm28438;1;24651856;24652200;-1
ENSMUSG00000101941;Gm28979;9;101219393;101225216;1
ENSMUSG00000101952;Gm10550;1;93658826;93678794;1
ENSMUSG00000101958;Gm19085;1;91415451;91417731;-1
ENSMUSG00000101963;1700001J11Rik;9;39961661;39964324;1
ENSMUSG00000101964;Gm28693;1;156662857;156665494;-1
ENSMUSG00000101965;Gm29129;7;36268168;36272520;1
ENSMUSG00000101966;Gm5248;19;35029362;35030077;-1
ENSMUSG00000101969;Gm20125;10;16782175;16971555;-1
ENSMUSG00000101970;Chaserr;7;73189549;73208143;-1
ENSMUSG00000101995;Gm29480;1;92769899;92776493;-1
ENSMUSG00000101997;Gm28722;1;90381116;90382223;-1
ENSMUSG00000102004;4933402C06Rik;7;40324161;40340697;1
ENSMUSG00000102009;4933400F21Rik;1;89578251;89611630;-1
ENSMUSG00000102013;E330023G01Rik;9;98630652;98702140;-1
ENSMUSG00000102018;Iqank1;15;75881737;75918830;1
ENSMUSG00000102053;Gm4064;Y;2785165;2796205;-1
ENSMUSG00000102059;Gm20257;1;58691800;58694990;1
ENSMUSG00000102064;Gm28625;9;84772598;84772802;1
ENSMUSG00000102085;4930435C17Rik;7;39438659;39560394;-1
ENSMUSG00000102095;C730036E19Rik;1;151013785;151018096;1
ENSMUSG00000102097;A930006L05Rik;9;96587881;96593502;1
ENSMUSG00000102099;1700011B04Rik;13;35351910;35372000;1
ENSMUSG00000102101;Zbtb11os1;16;55793631;55794980;-1
ENSMUSG00000102133;Gm37106;1;176872808;176874339;-1
ENSMUSG00000102134;Gm9931;1;147156496;147157680;-1
ENSMUSG00000102137;Rpl28-ps2;3;83594028;83594581;1
ENSMUSG00000102139;Gm37109;1;130395709;130397962;1
ENSMUSG00000102140;Gm38058;1;64775399;64779766;1
ENSMUSG00000102142;Gm26930;1;137859779;137861022;1
ENSMUSG00000102143;Gm38057;9;71759283;71762485;-1
ENSMUSG00000102144;4930429P21Rik;9;107228475;107231185;-1
ENSMUSG00000102145;Gm38056;1;55480063;55485089;1
ENSMUSG00000102147;Gm38055;3;51895052;51897268;-1
ENSMUSG00000102151;Gm37472;14;61914892;61918943;-1
ENSMUSG00000102153;Gm37474;9;32436441;32438254;-1
ENSMUSG00000102157;Gm37470;1;138957923;138960720;1
ENSMUSG00000102160;Gm36944;1;110892409;110895167;-1
ENSMUSG00000102172;Gm37873;1;160475593;160477872;-1
ENSMUSG00000102179;Gm37868;1;128071351;128074085;1
ENSMUSG00000102189;Gm37194;14;50298817;50301847;1
ENSMUSG00000102192;Gm38167;6;108571469;108572646;-1
ENSMUSG00000102194;Gm38169;1;179848627;179851165;1
ENSMUSG00000102196;Gm38171;2;11320183;11324685;-1
ENSMUSG00000102198;Gm38173;1;33710996;33713309;-1
ENSMUSG00000102202;Gm33280;1;36171123;36177827;1
ENSMUSG00000102203;4930412E21Rik;3;23515214;23575562;1
ENSMUSG00000102204;Gm36958;9;102641834;102643708;-1
ENSMUSG00000102205;9430092D12Rik;16;77210531;77211804;1
ENSMUSG00000102206;Pcdha11;18;37143765;37320710;1
ENSMUSG00000102222;Pcdhga10;18;37880046;37974926;1
ENSMUSG00000102225;Gm37983;9;72222413;72224418;1
ENSMUSG00000102227;Gm37302;7;39440678;39443675;1
ENSMUSG00000102232;Gm19035;18;37213047;37215510;1
ENSMUSG00000102234;Gm37885;1;182311744;182320038;1
ENSMUSG00000102235;Gm37886;1;79597239;79598751;-1
ENSMUSG00000102238;Gm37890;3;154626933;154630924;1
ENSMUSG00000102240;Gm37717;1;124752439;124755465;-1
ENSMUSG00000102241;Gm37716;7;100107667;100108613;1
ENSMUSG00000102243;Gm37718;1;139082890;139085520;1
ENSMUSG00000102246;9430037O13Rik;1;191267997;191269004;-1
ENSMUSG00000102249;4930423C22Rik;12;83006621;83007931;-1
ENSMUSG00000102250;Gm38260;1;25711326;25715320;-1
ENSMUSG00000102252;Snrpn;7;59632243;59789967;-1
ENSMUSG00000102253;Gm38259;1;8598004;8601537;-1
ENSMUSG00000102254;Gm7496;1;161649434;161650637;1
ENSMUSG00000102256;Gm38258;3;30606846;30618392;-1
ENSMUSG00000102257;Gm37649;9;103418502;103420733;-1
ENSMUSG00000102258;Gm38257;2;15061524;15064284;1
ENSMUSG00000102259;Gm38230;9;86566103;86567261;-1
ENSMUSG00000102267;9530003O04Rik;16;77451419;77452326;1
ENSMUSG00000102275;Gm37144;1;4848286;4849435;-1
ENSMUSG00000102277;A130050O07Rik;1;137854989;137858011;1
ENSMUSG00000102278;Gm37145;1;172215801;172218556;-1
ENSMUSG00000102283;Gm37000;3;3611428;3611855;1
ENSMUSG00000102289;Gm31258;16;77099152;77102448;-1
ENSMUSG00000102291;Gm37542;1;182735275;182738106;1
ENSMUSG00000102293;Gm37541;1;86802072;86804386;1
ENSMUSG00000102297;5730585A16Rik;15;102966707;102967733;-1
ENSMUSG00000102302;Gm38190;1;165057940;165062694;-1
ENSMUSG00000102305;Gm38192;9;72931575;72933421;1
ENSMUSG00000102307;Gm38194;1;195003591;195005801;1
ENSMUSG00000102317;Gm37628;1;25725143;25730582;-1
ENSMUSG00000102319;Gm37626;1;44600045;44604607;1
ENSMUSG00000102321;Gm37792;1;32578109;32581521;1
ENSMUSG00000102323;Gm37790;2;156688290;156691635;-1
ENSMUSG00000102325;Gm37789;1;103652070;103654958;1
ENSMUSG00000102326;Gm37788;1;157174909;157177613;-1
ENSMUSG00000102330;Gm37234;9;72796327;72797767;1
ENSMUSG00000102331;Gm19938;1;3717532;3729127;-1
ENSMUSG00000102332;Gm19331;12;115350466;115361308;1
ENSMUSG00000102336;Gm37233;1;34466083;34472345;-1
ENSMUSG00000102343;Gm37381;1;3975962;4056438;-1
ENSMUSG00000102344;9430053O09Rik;16;77216139;77218708;-1
ENSMUSG00000102349;Gm37376;19;5851969;5852421;1
ENSMUSG00000102352;Gm38346;9;32419041;32421679;-1
ENSMUSG00000102356;1700047N06Rik;1;10127250;10128169;-1
ENSMUSG00000102359;Gm38351;1;62286312;62288829;1
ENSMUSG00000102360;Gm37043;1;120796725;120799829;1
ENSMUSG00000102365;Gm37045;1;138888179;138890641;-1
ENSMUSG00000102369;9530022L04Rik;3;31011478;31011787;-1
ENSMUSG00000102370;Gm37973;3;79517845;79519133;-1
ENSMUSG00000102374;Gm38387;1;66808449;66811025;-1
ENSMUSG00000102376;Gm37975;2;11537407;11539505;-1
ENSMUSG00000102379;Gm37971;3;80192430;80241902;-1
ENSMUSG00000102383;Gm38142;1;86753823;86757377;1
ENSMUSG00000102384;Gm38143;7;73598171;73607790;1
ENSMUSG00000102386;2900022M07Rik;1;25848037;25849053;-1
ENSMUSG00000102389;D630023O14Rik;1;164403024;164406122;1
ENSMUSG00000102391;Gm37578;1;157182044;157183220;-1
ENSMUSG00000102398;Gm37580;1;24139706;24142505;1
ENSMUSG00000102401;Gm37864;1;165279124;165282198;-1
ENSMUSG00000102403;Gm38187;1;146353385;146358093;-1
ENSMUSG00000102404;5530400K19Rik;1;153590400;153592315;1
ENSMUSG00000102405;Gm37863;1;53830360;53831816;1
ENSMUSG00000102407;Gm37862;1;25364947;25367479;-1
ENSMUSG00000102408;4930568G15Rik;1;164891593;164919497;-1
ENSMUSG00000102411;Gm36936;9;72635422;72638170;1
ENSMUSG00000102413;Gm36937;1;172150561;172151228;1
ENSMUSG00000102415;A430110C17Rik;5;136374738;136379085;-1
ENSMUSG00000102418;Sh2d1b1;1;170104889;170114338;1
ENSMUSG00000102419;Gm36940;9;56321315;56323350;-1
ENSMUSG00000102420;Gm37464;3;74929703;74931922;-1
ENSMUSG00000102423;Gm37465;3;51908157;51911446;-1
ENSMUSG00000102424;Paupar;2;105488207;105491688;-1
ENSMUSG00000102425;Gm26616;1;133056414;133059520;-1
ENSMUSG00000102427;Gm37463;1;177057457;177058252;-1
ENSMUSG00000102428;Pcdhga12;18;37898633;37974926;1
ENSMUSG00000102436;Gm38047;3;41602553;41603685;-1
ENSMUSG00000102439;Flg;3;93180830;93200993;1
ENSMUSG00000102440;Pcdhga9;18;37869989;37974923;1
ENSMUSG00000102441;Gm38032;9;103475775;103477363;-1
ENSMUSG00000102443;Gm37102;3;155608985;155610089;1
ENSMUSG00000102448;Gm37101;1;138495435;138499094;-1
ENSMUSG00000102449;Gm37100;1;68154354;68155706;-1
ENSMUSG00000102451;Gm37655;1;139010600;139014722;-1
ENSMUSG00000102452;Gm38344;9;101063755;101065107;-1
ENSMUSG00000102457;Gm38342;1;16688784;16691763;1
ENSMUSG00000102459;Gm38352;1;153765487;153768043;-1
ENSMUSG00000102460;Gm38197;3;30279722;30281843;-1
ENSMUSG00000102464;Gm38199;7;39726829;39730105;-1
ENSMUSG00000102465;Gm38198;1;25774470;25778050;-1
ENSMUSG00000102466;Gm38200;3;51464963;51467073;-1
ENSMUSG00000102470;Gm37244;3;10837979;10839959;-1
ENSMUSG00000102474;2610012C04Rik;1;135408130;135409152;-1
ENSMUSG00000102476;Gm37245;3;93213775;93372666;-1
ENSMUSG00000102480;Gm37926;3;59570279;59572702;1
ENSMUSG00000102481;Gm37925;1;84642910;84647164;-1
ENSMUSG00000102482;Gm37924;3;28933961;28937607;1
ENSMUSG00000102494;Gm36988;2;4321290;4323697;1
ENSMUSG00000102496;Gm36989;18;35707960;35710119;1
ENSMUSG00000102501;Gm37372;1;106000314;106003624;-1
ENSMUSG00000102503;Gm37370;1;54776325;54777734;-1
ENSMUSG00000102504;Gm21955;4;42714926;42719893;1
ENSMUSG00000102509;Gm37368;1;133702948;133706159;-1
ENSMUSG00000102516;Gm38340;7;36421271;36425278;1
ENSMUSG00000102517;Gm38085;2;4108688;4111749;1
ENSMUSG00000102518;Gm38339;1;80124690;80126518;-1
ENSMUSG00000102521;Gm37781;1;123384963;123388180;-1
ENSMUSG00000102523;Gm37783;1;194332627;194334482;1
ENSMUSG00000102526;Gm37785;1;185061648;185064055;1
ENSMUSG00000102533;Gm37226;9;88564985;88568239;-1
ENSMUSG00000102540;Gm38134;9;107888175;107893807;-1
ENSMUSG00000102543;Pcdhgc5;18;37952566;37974926;1
ENSMUSG00000102544;Gm5103;3;51285445;51293745;1
ENSMUSG00000102545;6430573P05Rik;3;79194480;79197155;1
ENSMUSG00000102553;D930036K23Rik;2;14020897;14024860;-1
ENSMUSG00000102555;6430511E19Rik;7;92289157;92292991;1
ENSMUSG00000102556;Gm37569;1;10267306;10269027;-1
ENSMUSG00000102559;Gm37570;1;66804785;66807890;-1
ENSMUSG00000102561;Gm37039;1;61028638;61031122;1
ENSMUSG00000102562;Gm37694;16;77482165;77484297;1
ENSMUSG00000102565;Gm37036;1;91947314;91949819;-1
ENSMUSG00000102568;Gm37040;9;91217297;91219120;-1
ENSMUSG00000102569;Gm37041;3;147134525;147138925;1
ENSMUSG00000102570;Gm37968;3;51397041;51400241;1
ENSMUSG00000102571;Gm37967;1;86845714;86848378;1
ENSMUSG00000102573;Gm7265;9;72598831;72602332;1
ENSMUSG00000102575;Gm37241;16;77282934;77283456;1
ENSMUSG00000102577;Gm37969;6;72612130;72615538;-1
ENSMUSG00000102578;Gm10576;4;100911636;100912460;-1
ENSMUSG00000102579;Gm37965;3;29274036;29275397;1
ENSMUSG00000102581;Gm37443;3;33088377;33091203;-1
ENSMUSG00000102588;Gm37444;1;14325776;14326214;-1
ENSMUSG00000102591;Gm38383;2;24478578;24481237;1
ENSMUSG00000102592;Gm38385;1;3822233;3824583;1
ENSMUSG00000102593;Gm38384;8;106360382;106361503;1
ENSMUSG00000102594;Gm38381;1;168176103;168178377;-1
ENSMUSG00000102595;Gm30097;3;82833972;82915795;-1
ENSMUSG00000102599;Gm38386;2;6484501;6487921;1
ENSMUSG00000102600;Gm37266;17;52157267;52159553;1
ENSMUSG00000102602;A930004J17Rik;4;131605939;131610548;1
ENSMUSG00000102610;Gm37846;3;42118300;42122073;1
ENSMUSG00000102614;Gm37843;3;50826308;50828946;-1
ENSMUSG00000102615;Gm37844;8;15074326;15078422;-1
ENSMUSG00000102617;Gm37842;9;56170883;56172451;1
ENSMUSG00000102618;Gm37848;1;158376434;158379536;-1
ENSMUSG00000102619;Gm37849;1;186443415;186445295;-1
ENSMUSG00000102621;Gm37674;1;194351981;194353814;1
ENSMUSG00000102623;Gm37673;6;40075656;40078106;1
ENSMUSG00000102625;Gm37672;3;75526654;75530667;1
ENSMUSG00000102628;Gm37671;1;150956201;150958296;1
ENSMUSG00000102630;Gm37289;2;12361906;12363307;-1
ENSMUSG00000102632;Gm37786;10;40095579;40098803;-1
ENSMUSG00000102633;Gm38224;1;21304946;21307045;1
ENSMUSG00000102635;Gm36638;13;101889314;101889713;-1
ENSMUSG00000102642;A130048G24Rik;1;54953004;54955753;-1
ENSMUSG00000102644;Thap6;5;92110248;92119925;1
ENSMUSG00000102647;Gm38024;1;8521184;8523715;-1
ENSMUSG00000102649;Gm38021;1;86821295;86822854;1
ENSMUSG00000102651;Gm37080;1;138480043;138482446;-1
ENSMUSG00000102652;Gm37078;3;65877335;65879343;1
ENSMUSG00000102657;Gm37899;12;109635303;109644019;1
ENSMUSG00000102658;Gm37076;1;96240967;96243260;1
ENSMUSG00000102659;Gm37077;1;25794424;25798114;-1
ENSMUSG00000102660;Gm38378;14;69632953;69635220;-1
ENSMUSG00000102662;Gm38377;2;68848440;68852211;1
ENSMUSG00000102664;Gm38380;1;13424707;13426954;-1
ENSMUSG00000102665;Gm38379;8;120836180;120837704;1
ENSMUSG00000102670;Gm37436;9;107696127;107697211;-1
ENSMUSG00000102672;Gm37105;9;72502205;72504289;1
ENSMUSG00000102673;Gm37437;2;14949719;14951655;1
ENSMUSG00000102676;Gm37435;1;40622055;40626001;-1
ENSMUSG00000102680;Gm37222;Y;4666848;4669808;1
ENSMUSG00000102683;Gm37375;9;87380165;87380551;1
ENSMUSG00000102685;Gm37373;1;57559990;57562801;-1
ENSMUSG00000102687;Gm37219;1;119558474;119559399;-1
ENSMUSG00000102689;Gm37217;1;71882249;71885769;-1
ENSMUSG00000102690;Gm37779;1;105815363;105818742;-1
ENSMUSG00000102691;Gm37780;2;13166562;13168434;-1
ENSMUSG00000102694;Gm37496;12;103988178;103990686;-1
ENSMUSG00000102698;Gm37777;1;140194225;140197590;1
ENSMUSG00000102700;Gm38312;1;89024795;89026540;1
ENSMUSG00000102702;Gm37260;9;102150935;102152185;1
ENSMUSG00000102703;Gm38313;3;85102489;85103754;-1
ENSMUSG00000102704;Gm38309;2;23382943;23384460;1
ENSMUSG00000102705;4632432E15Rik;3;10286055;10288493;-1
ENSMUSG00000102709;Gm38308;1;132871250;132873058;-1
ENSMUSG00000102712;Gm37758;9;33071358;33071986;-1
ENSMUSG00000102714;Gm37618;1;33652839;33655913;-1
ENSMUSG00000102715;Gm6209;3;50470848;50561672;-1
ENSMUSG00000102716;Gm5099;1;38171164;38198973;1
ENSMUSG00000102717;Gm37759;1;136044315;136047560;-1
ENSMUSG00000102718;Gm37761;1;95665921;95668018;1
ENSMUSG00000102719;Gm37760;1;58836942;58840782;1
ENSMUSG00000102721;A630081D01Rik;1;80724939;80726771;-1
ENSMUSG00000102723;Gm37936;1;125997877;125999198;-1
ENSMUSG00000102729;Gm32444;3;118330670;118334180;1
ENSMUSG00000102732;Gm37342;3;51664545;51669509;-1
ENSMUSG00000102733;Gm38262;1;131269040;131270421;-1
ENSMUSG00000102742;Pcdhga11;18;37888784;37974926;1
ENSMUSG00000102746;Gm37601;3;67591692;67592085;-1
ENSMUSG00000102747;Gm37602;1;25843178;25846487;-1
ENSMUSG00000102748;Pcdhgb2;18;37822881;37974926;1
ENSMUSG00000102749;Gm37598;1;176902050;176903350;-1
ENSMUSG00000102750;Gm37058;1;84110588;84112231;-1
ENSMUSG00000102751;Gm37057;1;137179880;137181795;1
ENSMUSG00000102752;Gm7694;1;170125768;170133901;-1
ENSMUSG00000102758;Naaladl2;3;23852266;25198425;-1
ENSMUSG00000102759;Gm10463;5;32287627;32290515;-1
ENSMUSG00000102760;Gm37258;1;181833625;181835251;-1
ENSMUSG00000102764;Gm37183;14;65073304;65076708;-1
ENSMUSG00000102770;Gm38163;9;108461955;108462560;-1
ENSMUSG00000102775;Gm38160;3;51389752;51392250;-1
ENSMUSG00000102776;Gm38162;1;66814670;66819266;1
ENSMUSG00000102780;Gm38253;3;106632915;106637592;1
ENSMUSG00000102782;Gm37625;1;128012197;128017068;-1
ENSMUSG00000102783;Gm38254;9;77209349;77210357;-1
ENSMUSG00000102784;Gm38251;1;184655333;184674697;1
ENSMUSG00000102786;Gm38252;3;51791697;51794312;-1
ENSMUSG00000102788;Gm38255;1;110885561;110888556;-1
ENSMUSG00000102797;Gm37710;9;72879567;72880840;-1
ENSMUSG00000102800;Gm37479;1;129760885;129764725;1
ENSMUSG00000102801;Gm37478;1;123291469;123294963;-1
ENSMUSG00000102803;Gm37477;9;91262572;91263455;-1
ENSMUSG00000102805;Gm37240;3;84403733;85794825;-1
ENSMUSG00000102808;5430420F09Rik;3;51979010;51980808;-1
